"id_customer","cc_num","firstname","lastname","gender","address","job","dob","acct_num","id_geolocation"
"281-75-0245","373037537450885",Christina,Robbins,F,"481 Leblanc Center",Health physicist,"2005-05-12",639705957986,6309
"381-83-6406","3553930581876243",Aaron,Nielsen,M,"01061 Paul Walks Apt. 618",Video editor,"2000-07-22",786849624015,5413
"348-34-8209","4042109979885760192",Jennifer,Butler,F,"793 Trevor Plain Apt. 607",Television camera operator,"1999-11-13",655064323978,6275
"182-77-6608","4264928031515",Lori,Martin,F,"8177 Bonnie Rue Apt. 578","Engineer, chemical","2003-02-16",255225084522,5350
"199-17-6744","4630257865357863",Jason,Stevens,M,"0321 Danielle Stravenue",Dietitian,"2003-11-04",353378223536,6333
"597-34-9658","3531511081783134",Gary,Ellis,M,"366 Timothy Lodge",Media planner,"1999-10-14",92372952095,6328
"175-23-8328","36704447186946",Mary,Perez,F,"0808 Taylor Street","Scientist, research (life sciences)","2000-03-15",883731765246,5377
"688-61-5829","6545377096422564",Daniel,Rowe,M,"0312 Kimberly Common",Hydrologist,"2003-07-11",142871228954,4315
"486-63-7212","4599418836808983",Tammy,Warren,F,"320 George Haven","Horticulturist, commercial","2005-03-21",578637706679,6297
"480-03-5436","38310802713627",Robert,White,M,"7841 John Crossroad Apt. 113","Runner, broadcasting/film/video","2007-08-05",470333946737,5484
"290-75-7827","4008110521241",Alisha,Kline,F,"678 Miles Courts Suite 645","Engineer, drilling","2003-01-14",567981384302,5812
"031-09-5111","4159977194459596144",Andrew,Austin,M,"4184 Maria Divide Suite 405",Fine artist,"2001-08-04",399275640046,6336
"255-09-4871","502039887844",Candice,Salazar,F,"371 Barron Terrace","Embryologist, clinical","2005-07-06",972963366188,6297
"649-31-6213","4514364629697",Amy,Collins,F,"19092 Wells Ferry Suite 840",Hotel manager,"2003-01-12",544600257594,5891
"769-03-1134","4641509957568113",Matthew,King,M,"3293 Jonathon Fort",Trade union research officer,"2002-12-16",984123834623,4386
"049-17-9487","36377555794312",Melanie,Carlson,F,"7116 Lindsey Flats Suite 229",Ergonomist,"2004-05-01",841694390966,4462
"092-36-2883","4145094138228",Rebecca,Barton,F,"0101 Barbara Key",Animal nutritionist,"2000-09-11",333564591487,6328
"722-29-5603","6011400814528606",James,Watkins,M,"4470 King Skyway",Learning mentor,"2002-10-01",151066861367,2919
"465-64-4800","180002563781168",Yolanda,Brown,F,"73285 Kirby Park Suite 974","Surveyor, commercial/residential","2004-10-08",283172465901,1938
"505-37-2842","348697566717520",Eric,Cabrera,M,"758 Rodriguez Underpass",Fine artist,"2001-10-26",969720679763,6340
"236-36-7709","4004418500603079842",David,Bennett,M,"615 Flores Pass Suite 934",Airline pilot,"2004-06-04",691060526244,6330
"758-56-0046","372311262574891",Stephanie,Campbell,F,"746 Peterson Lake Suite 519","Geologist, engineering","2003-03-05",280170024912,5228
"282-01-8999","060499589285",Charles,Wilson,M,"9630 Charlene Square Suite 725",Clothing/textile technologist,"2002-11-17",596999231611,6236
"667-45-3994","348985791721486",Jennifer,Herrera,F,"551 Garcia Trail",Television/film/video producer,"2001-10-24",980305123049,6309
"408-36-8982","4159101452971730438",Michael,Garcia,M,"87509 Charles Alley",Paediatric nurse,"2001-04-18",973731487858,6339
"822-87-1084","6599341055672424",Valerie,Cochran,F,"78427 Kathleen Skyway",Biomedical scientist,"2005-06-20",481861553400,6302
"480-66-8211","213112269951907",Sarah,Barnes,F,"2052 Lori Camp Suite 571",Dance movement psychotherapist,"2003-05-21",547865300203,6103
"112-90-4687","3534050136819459",Jordan,Edwards,F,"523 Wood Passage Suite 295",Medical sales representative,"2000-11-27",382265259763,6291
"042-54-9611","213121445686311",Emily,Lynn,F,"41151 Mccarthy Prairie Suite 539",Copy,"2003-05-28",93496873679,6211
"696-70-2390","30335021421726",Brandon,Wheeler,M,"72242 James Hill",Furniture designer,"2000-07-03",887934775157,4699
"676-24-6649","4797975254217191684",Derek,Jacobs,M,"826 Samantha Tunnel Suite 945",Visual merchandiser,"2001-07-13",356664327537,5575
"270-15-6141","4314754880617472",Danielle,Allen,F,"9471 Rebecca Harbors Suite 647","Designer, fashion/clothing","2004-07-19",400954983585,6316
"837-94-6952","375605923389251",Ashley,Strong,F,"06831 Brooke Pine","Lighting technician, broadcasting/film/video","2003-01-16",262141642230,6297
"050-55-6683","347359655289801",Phillip,Downs,M,"696 Valencia Roads Suite 156","Engineer, communications","2005-06-13",21004053918,5694
"667-71-0772","6586609685075662",Daniel,Myers,M,"38841 Elizabeth Cliffs","Psychologist, sport and exercise","2000-08-14",589904837903,6283
"232-57-0816","5547101038333113",Brooke,Montes,F,"445 Todd Roads Suite 966","Education officer, museum","2008-06-16",164513314591,4464
"671-92-6090","30027892921476",Jamie,Moore,F,"428 James Courts",Armed forces logistics/support/administrative officer,"2002-06-10",957771708285,5722
"845-26-9586","213185532777705",Howard,Stanley,M,"71819 Thomas Square",Public librarian,"2003-01-09",448513027051,3999
"087-76-4871","3552831533896019",William,Johnson,M,"227 Gonzalez Unions",Systems developer,"2007-10-30",840487247461,6297
"723-35-7669","6011221471195269",Rachel,Bailey,F,"67739 Leach Glens",Publishing copy,"2002-05-04",368270279320,6295
"252-66-2854","3532668086631525",Martin,Garcia,M,"6746 Jackson Square Apt. 356",Museum education officer,"2002-05-30",618740137843,6139
"589-35-2202","2400018894757867",Carla,Hunter,F,"163 Johnson Avenue","Teacher, secondary school","2005-04-30",449766033085,3758
"158-92-8716","4971215785504862",Kimberly,Roberts,F,"509 Anderson Coves Suite 921","Programmer, applications","2000-12-14",495577274001,5134
"490-64-9629","213187456347374",Carol,Maynard,F,"09306 Jerry Lane",Civil Service administrator,"2005-05-31",57677855445,5286
"172-35-9750","4987640069646901",Ashley,Tyler,F,"2370 Kayla Rue Suite 155",Brewing technologist,"2004-12-25",50399269207,6310
"582-82-4393","30262163157761",Brandon,Murray,M,"5136 Buchanan Garden","Administrator, sports","1999-12-21",111454620615,4641
"477-09-4002","180056845861628",Tammy,Allison,F,"88933 Denise Walk Suite 498",Broadcast journalist,"2001-03-11",798099406894,5350
"311-41-7483","343951574606786",Alexander,Weaver,M,"46530 Griffith Drives",Ecologist,"2004-08-11",827152688279,6324
"359-39-8507","2237026892005824",Amber,Allen,F,"4418 Justin Loop Suite 071",Hydrologist,"2006-02-08",863591337382,5693
"706-79-0578","3504683227359476",Angela,Bates,F,"40109 Espinoza Shoal Suite 799","Administrator, charities/voluntary organisations","2002-07-12",901792414704,6320
"197-61-0308","3543487500298093",Jason,Kemp,M,"2168 Miller Turnpike",Police officer,"2000-02-23",383098378268,6326
"160-01-8570","3591883616456933",Steve,Payne,M,"61199 Stone Path","Designer, television/film set","2001-01-26",147218765758,6324
"663-18-9302","4181007057377339871",Brett,Cline,M,"98432 Melody Flat Apt. 544",Arboriculturist,"2004-11-16",899978579349,5973
"079-64-3600","3505177188874945",David,Baldwin,M,"81140 Dudley Court",Writer,"1986-06-20",773523376706,5444
"241-95-9759","583626177138",Todd,Harris,M,"695 Schneider Lock","Therapist, sports","2005-04-22",164883216315,5114
"674-49-6699","3535695139475946",Crystal,Carr,F,"8737 Elizabeth Falls Suite 330",Arts development officer,"2000-07-29",999880582821,5897
"595-43-2914","6011590434207571",John,Long,M,"03060 Brittany Lights",Printmaker,"1969-07-26",212566598638,6340
"541-43-0871","3581496964533716",Monica,Dickson,F,"433 Kenneth Underpass Suite 118","Editor, magazine features","2009-06-27",704337239727,3977
"670-22-6044","6011467751666301",Dana,Jones,F,"16244 Carl Street","Teacher, primary school","2006-02-09",74658215360,6032
"437-85-2753","6591179963911791",Christopher,Sellers,M,"0258 Martin Forest",Ship broker,"2001-11-02",567059944678,6342
"454-56-0659","501840839366",Meghan,Shelton,F,"2608 Steele Plaza Apt. 710","Engineer, maintenance (IT)","2003-08-14",692909218199,6342
"121-46-3949","3583022377964435",Lisa,Mccoy,F,"09237 Todd Causeway",English as a foreign language teacher,"2003-09-16",310803177021,6236
"577-83-0484","6011870076259969",Christopher,Rodriguez,M,"1425 Carrie Run",Sales promotion account executive,"2001-07-29",757683618473,6324
"075-28-6664","2436965403568748",Michelle,Jensen,F,"93043 Christopher Spurs",Exercise physiologist,"2002-01-21",962213943871,6221
"097-93-2932","3578589001678075",Christine,Morgan,F,"238 Kimberly Mountains Suite 840",Clinical research associate,"1973-07-16",437923714429,3291
"713-54-7736","502078813545",Daniel,Miller,M,"64150 Salazar Lodge",Recruitment consultant,"2001-02-20",841209495360,5685
"681-48-2525","180076382530774",Michael,Rodgers,M,"32684 Daniel Road",Haematologist,"2000-07-15",17030904559,4217
"303-80-8910","4225078956518515",Jason,Wilkins,M,"2554 Brandi Haven",Building surveyor,"2006-05-23",831025111388,4635
"777-48-4129","345241616638726",Richard,Hudson,M,"4518 Rice Club",Farm manager,"1965-08-17",816673390059,4625
"618-62-7192","3555677942049097",Adam,Underwood,M,"444 Wilkins Tunnel Apt. 565",Medical sales representative,"2001-03-20",385173733549,3866
"514-26-2903","4923679082112720",Kevin,Duncan,M,"6276 Gary Alley",Industrial buyer,"1967-01-18",24695380403,6292
"596-42-6758","4807451598654",Raymond,Wallace,M,"9985 Kenneth Manors",Data processing manager,"2000-04-19",185116146086,5632
"117-61-3357","213114611919830",Kenneth,Sellers,M,"2315 Austin Courts","Accountant, chartered","2005-10-15",294334941263,3105
"121-72-0846","213116680964860",Alexandra,Newton,F,"322 Kevin Tunnel",Production engineer,"1999-12-03",183415681335,6339
"403-27-8334","3561733911983329",Elizabeth,Schneider,F,"68831 William Fall",Television production assistant,"2003-07-24",961288161569,6324
"467-48-6189","4567342142677486",Matthew,Garcia,M,"057 Allen Stream",Retail buyer,"2000-09-13",602868508456,6328
"886-72-3753","30112906314791",Austin,Hall,M,"57751 Abigail Route Apt. 444","Designer, television/film set","2004-12-28",275881961701,4636
"206-19-3029","30594166121562",Timothy,Santana,M,"85119 Hooper Manors",Paediatric nurse,"2004-09-22",764132129223,6333
"421-49-6650","30040571886688",Kyle,Pitts,M,"658 Davis Streets",Diagnostic radiographer,"2004-02-27",926814417252,6275
"814-44-3810","3542137911569977",Tammy,Jarvis,F,"407 Barnes River","Psychologist, prison and probation services","2004-11-25",784292090782,5540
"717-81-9439","676340626743",Pamela,Miller,F,"554 Robertson Tunnel Suite 957",Occupational psychologist,"1962-03-04",453635054836,5581
"813-89-8774","4801942897826380",Brian,Watson,M,"88204 Olson Ford","Restaurant manager, fast food","2001-10-21",133369088677,6031
"521-01-6393","6500218642364558",Jasmine,Lowery,F,"26506 Benjamin Glen Apt. 672","Scientist, physiological","2005-03-13",641202538792,4737
"686-29-4508","2543971161143393",Dana,Brown,F,"343 Courtney Plaza Suite 342",Personnel officer,"2002-06-19",35181607950,4077
"892-30-9273","4833093353296106",Tiffany,Carroll,F,"533 Harris Parkways Apt. 082","Research officer, government","2000-01-02",925214648899,5881
"263-24-3288","4714254709676086",Joseph,Medina,M,"107 Steven Prairie",Visual merchandiser,"2003-11-24",298061629861,5493
"580-74-3093","6556973163791406",Brian,Thompson,M,"410 Prince Mountain Suite 563",Chemical engineer,"2003-06-08",235541959389,3723
"742-09-3041","38815759209858",Mark,Kerr,M,"9023 Autumn Lane",Clinical embryologist,"2000-09-01",352796003785,6334
"826-66-0108","213146199050539",Robert,Cross,M,"2774 Charles Village Suite 229",Theme park manager,"2000-03-11",499641614379,6306
"606-40-0187","4489005625612",Brooke,Lucero,F,"32174 Sara Loop Suite 756",Claims inspector/assessor,"2005-04-28",446557062555,4876
"688-63-4672","4113190624400",Sarah,Hill,F,"81783 White Mills Apt. 447",Curator,"2007-04-12",717012486599,4402
"609-36-6771","36506378952521",Patricia,Hughes,F,"10654 Samuel Track Suite 734","Lecturer, further education","2002-03-07",287883824145,6324
"654-68-0777","4783169792230752657",Teresa,Taylor,F,"806 Brennan Estates",Advertising copywriter,"2002-10-06",873213298065,6196
"501-33-4570","4491560872571",Jacqueline,Calhoun,F,"4104 Thompson Hollow",Dancer,"2001-05-13",324381548506,6331
"274-71-8526","4469013039335341208",Wyatt,Wade,M,"1132 Noble Springs Suite 420","Accountant, chartered certified","2008-06-29",138973369155,5812
"068-39-4778","379691591404925",Terri,Hoffman,F,"950 Noah Knoll Suite 525",Exercise physiologist,"2003-03-30",184962544333,6318
"092-25-3037","4570650940948957",Emily,Munoz,F,"4838 Brendan Forges Suite 192",Maintenance engineer,"2002-01-08",109912601028,6250
"497-81-2355","376030208056807",Trevor,Fox,M,"7174 Carter Rest",Camera operator,"1966-12-30",188752329938,6302
"799-54-0805","3538772242884079",Amy,Shaw,F,"64876 Michael Cape",Probation officer,"2005-01-11",408678682621,6250
"425-18-7310","3521301723739435",Timothy,Soto,M,"206 Pamela Island",Make,"2004-07-24",554804251625,6283
"282-36-3059","4215438530418875",Angela,Campos,F,"023 Michele Square Apt. 185","Engineer, structural","1999-10-24",766528205607,6284
"183-68-9652","2236830603648363",Michael,Fernandez,M,"20820 Bailey Motorway Suite 689","Surveyor, rural practice","2002-04-12",466796324118,6284
"193-70-5278","4597527634867801",Danny,Anderson,M,"4447 Ramsey Park Apt. 130","Engineer, electrical","2003-07-05",536729936168,5493
"464-67-8794","6011812198201693",David,Kent,M,"9020 Matthew Via Suite 379",Analytical chemist,"2007-04-05",156136261422,6302
"518-47-8488","4485640014185879",Amy,Alexander,F,"31998 Brian Stravenue","Conservator, furniture","2003-10-23",830933931546,6288
"668-72-7694","2261862661686439",Rebecca,Johnson,F,"2333 Jarvis Knoll Apt. 797",Clinical embryologist,"2000-03-15",967840733235,6338
"477-69-1833","4877576921461",Thomas,Ali,M,"5096 Hardy Manors","Engineer, site","2003-08-27",810611381408,6292
"380-66-0919","6531809032374331",Renee,Chavez,F,"57326 Nicolas Inlet","Accountant, chartered","2008-08-23",826402519527,6333
"667-55-0089","3591628500007460",Gabrielle,Gutierrez,F,"75009 Sexton Keys",Publishing rights manager,"2003-09-26",5829921646,6037
"720-02-8078","6558945621748192",Jamie,Anderson,F,"566 Villa Radial",Recycling officer,"2004-01-12",806232314444,1161
"541-47-1502","6011269989732776",Jeffrey,Powell,M,"79534 Omar Tunnel",Statistician,"2003-01-26",421427201776,4197
"251-43-2999","3589774570853302",Autumn,Martin,F,"958 Mason Road Suite 984","Radiographer, therapeutic","2005-02-20",982739348680,2666
"431-24-2473","36171065674845",Guy,Williams,M,"57680 Scott Pine",Technical brewer,"2003-02-10",77622732589,6284
"830-41-2693","180033693418470",Shawn,Jenkins,M,"9848 Miller Mews","Engineer, petroleum","2007-11-19",296437811534,6324
"283-26-7802","3505024469336683",Todd,Webb,M,"7543 Johnson Inlet Apt. 637",Conference centre manager,"2003-02-08",997907323132,6340
"754-67-4348","349613137259024",Jamie,Gonzalez,F,"856 Benjamin Spurs","Scientist, research (physical sciences)","2001-05-04",367622031383,6302
"260-23-8135","376125795335174",Shirley,Hawkins,F,"4530 Jackson Divide Apt. 566",Waste management officer,"2003-04-09",680505380076,6340
"533-75-2392","4870154584127363",Michelle,Carter,F,"9657 Paul Plains Apt. 054","Engineer, site","2002-01-01",989666535913,6324
"387-27-4019","3512089733778052",Angela,Cochran,F,"6051 Benitez Lane",Careers information officer,"2004-03-19",159274959449,6339
"688-63-1658","4204772297572",Marc,Foster,M,"5583 Reynolds Course",Television camera operator,"2004-01-16",223658406489,4873
"293-22-1540","4717018366661",Martin,Gillespie,M,"390 Jonathan Park Apt. 688",Financial controller,"1999-09-08",49846668373,919
"098-96-1281","5588734710645931",Debbie,Brady,F,"93609 Morgan Garden",Occupational hygienist,"2000-02-21",273888183270,5311
"774-38-0439","30101924921034",Stacey,Harrison,F,"755 Clements Fields","Engineer, electrical","2004-05-26",739763250883,5391
"387-93-9302","345458137344853",Jay,Arnold,M,"2150 Wells Fords Apt. 715",Midwife,"2001-03-01",882832190954,3046
"582-11-0922","4962155039958",Charles,Turner,M,"442 Williams Burg","Conservation officer, historic buildings","1999-09-25",301087775318,2862
"445-64-2924","2236386269919572",Kendra,Mahoney,F,"7667 Williams Mission","Restaurant manager, fast food","2004-05-11",958084934644,6336
