id_transaction,trans_timestamp,amt,is_fraud,id_customer,id_geolocation,id_merchant,id_category
c29eaabc4f67ab7cedf8ab0798bc8857,1593637368,68.83,0,682-80-0458,5472,1590811,4
6cf8c6ea4b7ad8ccc6173c6533041a5f,1585183731,122.35,0,707-22-0873,5556,3432012,4
a02b8ff80bd62c0bc113d727ed9e7ecf,1609938605,6.82,0,803-76-8304,5645,3241403,5
b5084f25dbe0fb9c101ee146978f5e8e,1668516633,51.91,0,006-40-7287,5656,1368312,7
2a29ae4092cec084f8187d7793a5dd18,1664957067,128.54,0,710-07-7723,5969,137528,2
e950449ace3de1de0b8aedfbd5f1b2bf,1672464608,2.88,0,349-10-3500,6176,1028597,7
fc7d988478f62b6609cfb1391e58d448,1651619958,62.32,0,177-61-7913,6236,3549256,2
b61b2b43806fe7a63d7144eaecaa28c0,1624187742,3.98,0,243-02-5212,6248,1917427,10
b9c1c883e163eeca3bd4c7a5ce85b315,1595949186,229.04,0,191-16-2368,6316,570925,5
48c799803ff74f8861246286ed2043d8,1596313293,27.03,0,795-68-0533,229,1743856,5
d1b7db34d7078ad324c171b2ba58d489,1613763989,215.74,0,530-63-8928,314,1129207,10
07257a9ad92b995490a1f98c8ac285b1,1603387445,56.16,0,430-25-6868,378,3150329,5
573ed25c3d017053b30534b53df3e234,1654149111,87.52,0,026-63-0373,466,1087781,2
4fc455ec0aba9b1f45e8b33a76a0981a,1592229828,86.62,0,418-07-0513,514,221457,3
7c30e4f507cd5af5a9cfe41587dd2ec1,1655498370,90.82,0,775-18-3209,751,653425,2
06bad5731948ed95ce079a192f9cc6ab,1657687756,453.87,0,622-50-2068,1006,939635,2
3c6b304c853541c6c706576761181918,1597273747,86.72,0,857-14-3492,1047,1589084,4
aed87460e32b7b64c637e7883c50b395,1613053675,249.11,0,069-39-7826,1161,3390208,10
36eddcadde1e9630ccb46f82763f9525,1604101199,36.39,0,455-07-1156,1174,1581234,5
5cde748e9cb284717d4dbd42a839ee28,1603489028,51.98,0,643-91-3394,1404,659316,5
2b8c2deddbe99e312b7f04e3aed62a07,1618783257,7.88,0,629-75-8802,1514,3029086,10
fd399537db08312086f168ecdbd40f6e,1605639019,53.36,0,760-26-8955,1535,2395297,9
e5ccbb08a79281a8fb44b901268ae508,1658148899,49.35,0,414-75-6078,1698,3662183,2
6960d9f7e6e94354df7ac6a01d830074,1626508019,122.39,0,010-26-1605,1728,2906462,12
97e58ed768bac7201c0fcac26ceb0493,1596209078,73.51,0,310-88-8254,2114,201441,4
db3054561827e867ea0b94a00321c6c0,1600956223,79.43,0,801-15-3342,2245,201894,5
c8b951ea10742891377b056dccc11649,1607285983,57.89,0,072-38-1639,2271,3627991,5
e5d0ed27ce3212cfe7a2b7d04f0aed42,1593109787,224.72,0,432-36-7641,2431,2779214,5
d458f815fdfdb627197b8cb726e86fb6,1599503225,201.26,0,320-11-7201,2442,1774845,5
30236fa8fb6df279c52b56b3684be30e,1650227154,9.16,0,394-88-7450,2490,3087416,2
821012104cd5ff4fbab96e3cb92d3bff,1657091978,32.63,0,291-32-3206,2594,3075760,2
f656ff0264a43d0853ad5cd766b1b75b,1607980625,192.59,0,684-84-9332,2975,2112157,9
bdc1a6f9c27c013d29c5cfa799a9eb85,1655197873,4,0,773-96-5045,3113,1036229,2
29bb058db707088fb6bd335dea22e73b,1608853234,50.67,0,177-69-7079,3163,1523962,5
96bbb1ae451f0ec73db7b668fe325c91,1622604959,7.04,0,464-25-0061,3243,3801758,10
2e3b26a99c2795206c02e715ff70f048,1662888595,221.65,0,790-61-0215,3422,2098048,2
3d6cbfa42573ef93241fde432edda64f,1658023298,9.99,0,840-07-5865,3464,2571080,2
3aeb3bde21c89fad54c258a221db9e18,1672142519,16.1,0,895-88-9443,3610,3700341,7
38f123a1671a5ec7d10d02450d300e51,1608847637,58.19,0,243-73-5545,3810,2794742,5
a749a56e1f4079a4ef15fdb6ed5c75e9,1626005983,2.02,0,671-02-0039,3853,957228,10
368a940b5cdd4c71120e7f5426cfc5f0,1597442594,1.92,0,520-75-8211,3892,3416519,4
a3c415a131c1265b2527ed62744a0b84,1608407517,33.92,0,223-33-3632,3962,278629,10
50c2a7b0bc3b67a59f41af4a05b69290,1650475668,287.84,1,579-48-4706,4064,1519601,5
728e044a794d685f7ac314e3a418c158,1591320492,206.4,0,090-60-1671,4085,3306730,4
35be5debcafd7b2ab3b5c7846c280e0e,1583703718,45.46,0,565-74-0730,4089,1370458,4
3b89f235f34de4ac6745f2ff480505e7,1594411503,230.11,0,167-72-5025,4094,3558938,5
84f892ce32981eae3423e8d5801b9373,1654534161,144.6,0,630-30-7082,4260,1697967,2
1fbd74a5536f30c6286992a24f8b4032,1618978823,100.51,0,317-65-1990,4290,2740036,10
a7412f8900bfcc76e370429915ae4bbe,1669370275,41.34,0,693-24-4393,4470,3036391,7
772bfbfa3aa9c318ba8541a356f010f0,1657167344,3.77,0,199-77-8924,4747,1204333,2
d867e76cfaceea665af0b087d30a4b74,1595089146,50.25,0,534-66-1151,4867,1613810,5
3d5acb88dd6cb4cc9c8e1d787b850be4,1608067030,214.5,0,212-68-6893,4880,14418,9
ceb95cf3c462f2c9c67ed5c508636c93,1600445545,217.5,0,854-41-5090,4984,3391545,5
1e943058a07f7b62baf076f9b3cae538,1609335161,51.06,0,849-62-8704,5436,2945733,10
809b839ed039c1fe60b243f73160d588,1600209780,39.57,0,221-74-8814,5537,122349,5
6353fef855086a21d9008bfacd89adec,1624170200,74.41,0,434-28-9340,5560,3488383,10
347c55c78123be3029dc2f84d56d2513,1606867546,95.31,0,144-20-3867,5624,3355380,5
e252f74bba7c60ade1a44c20dd577a2d,1638483010,114.75,0,832-75-1136,5641,2744419,13
822c7bf367111094664c40c4f1d45a00,1613237231,66.83,0,007-33-9069,5695,1572894,9
5a8ee3216bbf70a1bbacc9942ffd5108,1599676482,58.89,0,708-20-0759,6075,239979,5
cf83c18a650d4ae68bb3547acfe736df,1596295616,55.94,0,357-53-9703,6078,1880196,4
2d99358b2f23dbe4c751fd689d5e49c8,1601394995,50.5,0,299-98-2149,76,1780057,5
3b8ae8cd6ac3b014a088bc00897d0774,1612306496,73.39,0,796-11-2115,93,681060,9
82d262334a972a9a7f85ce4672a0a56e,1606741928,52.41,0,242-62-3290,105,624091,5
7413983aa04017482ccdd13b4afce32a,1657441020,19.38,0,083-51-4182,375,3677875,2
d6d322fb9696e7a2460fcf5e695f1949,1602696997,238.87,0,267-16-0065,388,2563382,5
bdd8353ac417fbdc2cbd15adc1068587,1607630185,55.14,0,012-94-1015,463,3383497,9
a8ec9fc921b6986a2037319ce503c477,1591462609,212.1,0,786-15-7308,560,2501164,4
49552d83092c37d58336ee9b320beda4,1612636015,44.82,0,124-52-3050,745,439981,9
9f16e1e2fbcd4ecf6df0d4fa520c3626,1590249758,106.19,0,274-98-4116,801,1007482,3
5a32d0e17a878912f4cb7e82036765e1,1603497434,108.16,0,309-80-4703,903,2552177,5
b065294aaf8ad93c92e462e25f292f25,1672025144,112.23,0,815-66-9334,1047,1017824,7
cc89f85d5749723d569e87268d49cdf4,1596932089,97.24,0,702-65-8455,1683,879064,5
6a954a3be6e204f1137b1e5f6cb65080,1607199765,61.81,0,386-89-6266,1729,2038533,9
20aa52fc99a3a02a2041ef189a0926e9,1609439751,55.93,0,215-38-6634,1750,950001,5
cf8f4c978fc14f032f752b53d93018d0,1663407778,101.45,0,621-29-7144,1753,1182088,2
4b2c35529c6999c831520e99b8eb0fd5,1608425517,31.47,0,280-55-4275,1778,402796,9
e001744ff48286c35c4e0d339153f37b,1656856033,57.06,0,735-16-6367,1972,616050,2
7dd47fc0932c67135e3e0cc82b7b2d7c,1604692905,57.29,0,440-23-9127,2024,1237261,5
303780f57049f00dd56219fd5860c9ba,1660312355,9.74,0,765-11-8285,2112,2031375,2
093f59010fdee19f4161ca1f7f2effb4,1660362247,10.1,0,809-45-0053,2168,2127703,2
6c03f29bb0c5ecc46adbcf0d8503fb22,1607623232,105.79,0,030-41-5858,2293,3234237,9
6d2bf3a0451cf85818ee3db46317c428,1646393661,35.86,0,622-83-3751,2357,2807694,1
b5b11efabb933c4baa3b4d4c57cd3a4c,1597875983,31.11,0,495-74-9358,2389,1380518,4
3f1fc620854cbd9abde79e64cc2a1751,1625369550,51.14,0,332-24-4608,2515,1419387,10
5d1cd5557c08ac75ac21982ddfa5a32b,1616883291,99.5,0,030-14-5107,2564,3015118,10
4c33efa32444edabf66ff130a0e8efc4,1593287889,319.28,0,181-39-7347,2683,123107,4
f7feaa2951a66aa8404b86d5306084db,1595518226,7.2,0,672-05-9009,2791,2027672,5
08032b13c0ff5970ad07c583a93af96c,1601077021,57.35,0,635-81-3609,2851,476445,5
2916ad33f2621d4b8b413698deadd503,1595189517,106.01,0,684-84-9332,2975,305233,5
09f15425b9668f25ffcc1f044ca9705c,1608052421,5.94,0,141-53-0669,3076,2131210,5
fdc6322a3369f66317a03bb65aa66baf,1659667420,38.25,0,773-96-5045,3113,1690570,2
1fca4b1ed80af8359a30db650a744fb6,1609958581,123.38,0,696-67-0280,3160,232927,9
c286f4d53f91b49b7b63896df5c9df63,1595542876,116.99,0,681-06-2665,3166,3337521,5
0c74a83ae55d9be822b1e62bdd809306,1617952302,9.13,0,672-62-3530,3323,3744026,10
1e99bb243e5d92bf3b87146999fce8fa,1614471219,48.83,0,690-96-5604,3388,1296409,9
0dbeae55c856846da6c6afc44d6ecf33,1596229074,51.28,0,110-25-0751,3440,2802129,5
a8bef56e0127b035c78f3036d274c121,1620381761,240.95,0,013-92-7757,3557,8748,10
4868ae723cb6981de37bd5de3540dcac,1663735420,4.96,0,484-45-9812,3769,3148739,2
461bdc4cdef27276fd2bdfa98d447f05,1658227163,43.83,0,085-14-5558,3872,53299,2
edbede28c1b5dccbbada35b9a8a53bea,1601332485,14.23,0,747-75-5144,3955,1314731,5
75ad8dd1ca4b1f0694f0a60c553677f7,1650671104,3.78,0,030-61-9758,3973,3697186,2
7289ae3303943b173342711a82ccad24,1639572522,651.25,0,504-29-7156,4095,330680,13
5cf37adc5f8aa6a12cac07f64aa6fdf0,1658639978,71.48,0,333-15-3404,4140,3799292,2
448ceac75a24c2fc55cc8ab8e3c7f1f3,1607041966,48.49,0,773-93-5594,4282,2865904,9
86cb4249e3ab103cd320673189317bed,1615059310,7.04,0,491-57-5553,4474,3330712,9
8050f03c2580a65039aab33333f27a4c,1599874678,6.87,0,165-44-3413,4514,2028607,5
4c670ebf8f9b7a7840e2d7000706a399,1592170746,4.06,0,750-43-4558,4530,433178,5
c5e3a1efbea64832c214008d0a8e344a,1625270487,283.39,0,562-39-1891,4589,2319736,12
fb03c11b8b2578b6a7d3a11d8cb041d9,1662285061,78.87,0,130-74-8466,4659,1251628,6
a183bf3009148175c5555d4423ba35c6,1648573208,57.92,0,149-97-0208,4748,838233,1
258d0d3c271e4b5a5c32a495449f92ef,1662896768,51.46,0,582-33-3709,4825,3779968,2
2c3185f792b8fde3d468117248a96bf4,1661422049,210.49,0,218-15-8339,4842,319412,2
69a8ba4e4941c811c0285aff3fd46836,1605130967,181.23,0,537-32-0854,4934,3168538,9
11cd7f28b4cda1709e09924ae6d84210,1598056557,22.57,0,326-21-2048,5004,1262252,5
0c43faea02f614d46120656400a21212,1654205264,2.73,0,786-37-0019,5484,1218074,2
4e99cd32d00dbd2cb58861b298bf12ef,1638939292,39.85,0,814-98-4425,5520,3125549,13
50148f1b0d20da9dafba4728b3925060,1619374142,492.19,0,887-43-0449,5596,2140442,10
3ecad3dde34664fb3a7efabaebae3f05,1601676862,60,0,066-76-7101,5679,3628417,5
696e37d5418664f2d4eeecc675eb84b8,1652353015,7.53,0,024-61-0794,5866,2846582,1
7c143ed98b641b8c5b62a6322108c2ed,1599180580,594.4,0,157-43-3503,5986,3347645,5
2b8b043e0e80352463cf4cfedf66dc61,1602284162,98.11,0,287-11-4167,6318,939960,5
9e36e6fcfd31722c575a8005ee2eba5d,1624241949,36.36,0,536-06-9276,33,2518129,10
9e6d2fd7b66866711bf7757514a06dcf,1669379780,7,0,675-85-2655,345,1316498,6
66215c725bae9109f1f7dfc4b0464124,1616372776,23.33,0,041-10-8225,428,2609524,10
71b48e69f23aae52e225cc94be5befad,1602605171,9.43,0,306-92-9068,551,3497087,5
0f7638dcbda58a1384da7f2c5099b6ae,1647343234,26.26,0,421-17-3958,776,728001,1
02fc94aca23a7aea8718a42af646e9dd,1595725597,70.42,0,585-67-4399,886,2619954,4
91501e3a405f24e45c79bcb3345a44db,1607189973,164.74,0,074-37-3067,1015,1606298,9
db4e52bc67599bf028899b9b458c9535,1591479601,94.87,0,667-75-3615,1108,2426710,3
f684e368bfce1a88a42bed94e4ed8207,1656815869,23.66,0,609-06-1344,1121,588030,2
f7ae7741642f6158ef97d9c299c76d9a,1643428696,396.52,0,128-95-5078,1226,1235520,13
7714122a72cb6df836646478c77c8064,1660293759,23.66,0,284-94-4141,1232,3340461,2
169a70726df2114e4af806dbec4f69eb,1656037231,25.47,0,671-55-4487,1546,1805030,2
e6532872afe28cdf893ffc31f8d79d94,1605727501,74.58,0,656-24-6038,1701,1069569,9
98ec7adb53f093360723873a435ec220,1662028941,6.26,0,526-03-8466,2279,1904645,2
ff6cccf11ed993baf6358c11fa6af425,1598542974,20.22,0,294-65-7201,2526,18706,5
12216b85f7bbd2ef48e52d3dec1d2bd6,1622797334,88.91,0,538-85-7366,2557,1748129,12
4fba76df82070a54615df8c5bd265eaf,1669523756,21.55,0,735-45-9204,2649,1538676,7
6ee72458e8d2512857b98098d4a76b76,1617227876,82.25,0,575-53-4261,2652,1342740,9
c21062b113e879ea12b94921493c140a,1594255071,55.75,0,634-92-1550,2825,440310,4
c800eca16dfd035232281afe9e12ea7a,1619619592,4.98,0,524-46-3975,2940,1312950,10
52851a0bd1622f24f3b9fae116e72625,1607609081,8.56,0,514-01-9768,3060,3013355,9
bbaf91de81833bb1c5c8f270ef27e65b,1608648666,62.42,0,122-43-5926,3328,3254813,5
d4d24a9c4aaac80b8c4c73250c6a2655,1621039350,86.69,0,301-54-3951,3340,3430969,12
ccd26cd25f9d6b68f75e1a759b112350,1607710782,15.92,0,631-60-9684,3465,770169,9
a6be0d81481c028c317a4cf95cc3a7a2,1614863981,59.2,0,196-77-1038,3489,2909749,9
2ad76f53245949fc57b3a8931f053c44,1608653169,74.68,0,096-56-4134,3709,1547976,5
6aed9b6a74c5f4f31c0dd608dd2d5241,1659838932,204,0,309-14-1007,3783,3361980,2
b289a3f09036fde9027892cf4c0e44cb,1607005367,49.16,0,046-92-9168,3849,2631936,5
2dcadc17c026b5fb5d9cfe34b2d92022,1601823306,87.2,0,012-25-7273,3956,2278665,5
0b257c2c73eb9353a4b0e165ed42f6ec,1597515974,14.19,0,145-92-3102,4090,1337086,5
ffa85cde51f45dcd0122a5a4b0d3558f,1641470183,6.07,0,403-16-6937,4203,765474,13
434f2537c4a562c9ddfafb76df71b539,1668218286,24.29,0,295-77-4930,4317,3620690,7
1f952d845fdc5f35cfb84ddbb5629756,1603316391,38.73,0,304-65-2469,4350,701005,5
3beeb93d7feab6fc416640566e087e0c,1617064779,9.8,0,445-23-1295,4434,1052421,10
da1e3fd23b1014d924d704b357463e29,1598547451,66.31,0,461-46-9932,4619,833678,5
27301e48b77c1b2e34304728c0d2e625,1616180976,54.82,0,684-75-8579,4736,2945908,10
4ed06233881c70eb231292b1a7910469,1613511108,70.17,0,191-26-2866,5203,3161119,10
e930ece6dc83331f31388b99b552612b,1608338345,12.21,0,329-40-1433,5230,832049,5
6fe569016c17afec5258a902d7f73eed,1672218828,5.37,0,756-43-4936,5265,2354636,7
4741d6eb6db1d113f06a9e10219caecc,1597691234,52.13,0,870-30-1627,5604,1183506,5
ed57e5a5c32aa5d24f5b650c556cc239,1600112077,217.26,0,467-26-6344,5792,3081174,5
117ac6f70e318efb98d0b886000d40f1,1615382085,6.74,0,675-28-4230,5996,3056061,10
3c691259c52be0a14c97e02cb0c4f6c7,1623728510,8.26,0,213-69-9798,6043,2117167,10
1d528f5d3ac78cf0bc1b296525081791,1607714011,55.43,0,738-76-3908,6082,2151362,9
16057d9746dd66f7092173376cdc8e57,1598661348,7.13,0,534-08-1984,6177,1778932,5
02a33584e65d302070e9fd06b666282f,1671179660,1.75,0,834-04-9771,6243,2932903,7
c741c8d46c451dccef952ffb2c90b82d,1620486435,2.21,0,367-20-1880,6268,1717288,12
45bfff9f9cd7d932d175d1248e04daa0,1647645924,144.97,0,284-91-1270,6304,1245649,1
83b1091d073d1aee79dd8e308405296b,1597021262,59.24,0,796-11-2115,93,3761176,4
4f011fe11567b7752277b17c4877aed6,1579527478,4.45,0,080-79-1041,127,2274634,3
4c3a315174809280ec298f510c9e5804,1668948968,68.42,0,893-39-7330,249,1421919,7
a10bc0bb54b0a3502ba00a24998aa63e,1605794092,6.56,0,115-38-9756,284,3098903,5
e0a596d192d1c99e7f541ccb59b2c2fb,1625110551,21.57,0,471-11-0983,316,1795608,10
89c7d733920ed3975b0e0fc39f2f0e40,1609439096,96,0,695-38-2116,425,395976,9
da7af2e85e89d8668ca266791d881d38,1617064880,55.54,0,875-31-0853,466,599242,10
3e31ce4944bdd0b8cb660ea2b372dfb5,1593803296,216.7,0,855-87-9537,527,1446965,5
9aef71dc0872ab87af86dd6e92fc4f23,1669115568,128.55,0,484-39-2071,582,1368774,7
b90fe977a48a40a17505c37efde0501a,1604009101,64.49,0,668-02-8549,1179,1828585,5
02257e41077d940e4bfaf41f8e5dea27,1598138131,62.58,0,347-34-3660,1240,3729875,4
